typehus,vaerelse,postnummer,adresse,energimaerke,href,grundareal,antal_plan,boligareal,byggeaar,ejendomsvaerdi,liggetid_slut,liggetid_start,salgsdato,salgspris,udbudspris,varmekilde,ydervaegsmateriale,liggetid,afslag,kvadratmeterpris,salgsaar,salgsmaaned
Villa,4,8520 Lystrup,Gyvelbakken 8,d,https://www.boligsiden.dk/arkiv/804669844,704,1,126,1967,1700000,2012-01-08,2012-04-07,2012-07-30,1925000,1999000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",114,74000,15277,2012,7
Villa,4,8520 Lystrup,Ellebækvej 31,d,https://www.boligsiden.dk/arkiv/846394803,773,1,100,1967,1400000,2012-07-26,2012-05-07,2012-07-13,1715000,1749000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",67,34000,17150,2012,7
Villa,3,8270 Højbjerg,Fritz Sybergs Vej 11,g,https://www.boligsiden.dk/arkiv/268599351,729,1,189,1938,2900000,2015-12-10,2014-08-27,2016-01-05,4300000,4175000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",496,-125000,22751,2016,1
Villa,3,8260 Viby J,Ormslevvej 454,d,https://www.boligsiden.dk/arkiv/473071087,1201,1,103,1957,1350000,2012-07-24,2012-06-07,2012-07-23,1395000,1395000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",46,0,13543,2012,7
Villa,6,8260 Viby J,Gernersvej 13,e,https://www.boligsiden.dk/arkiv/544543233,768,1,140,1963,2300000,2012-09-22,2012-06-07,2012-09-20,2850000,2995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",105,145000,20357,2012,9
Rækkehus,4,8361 Hasselager,Jegstrupvej 196,c,https://www.boligsiden.dk/arkiv/924031653,202,1,98,2003,1600000,2017-12-04,2017-03-03,2017-11-04,1950000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",246,45000,19897,2017,11
Villa,5,8270 Højbjerg,Ørnegårdsvej 11,e,https://www.boligsiden.dk/arkiv/728865799,850,1,133,1972,2050000,2012-10-15,2012-06-07,2012-10-14,2200000,2450000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",129,250000,16541,2012,10
Villa,3,8230 Åbyhøj,Sophus Bauditz Vej 30,e,https://www.boligsiden.dk/arkiv/131494399,786,1,125,1954,2450000,2014-08-19,2014-08-14,2014-08-18,3798000,3798000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",4,0,30384,2014,8
Rækkehus,3,8250 Egå,Skolevej 6C,d,https://www.boligsiden.dk/arkiv/134144451,223,1,125,1971,2100000,2012-07-31,2012-06-07,2012-07-29,2300000,2399000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",52,99000,18400,2012,7
Villa,6,8000 Aarhus C,Vanløsevej 9,e,https://www.boligsiden.dk/arkiv/487664599,816,1,135,1949,3500000,2013-02-09,2013-10-07,2016-06-30,2550000,4650000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",997,2100000,18888,2016,6
Villa,7,8000 Aarhus C,Gentoftevej 15,e,https://www.boligsiden.dk/arkiv/909872454,1061,1,247,1921,8100000,2013-05-14,2012-06-07,2013-05-13,10000000,11250000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",340,1250000,40485,2013,5
Villa,4,8230 Åbyhøj,Jeppe Aakjærs Vej 54,d,https://www.boligsiden.dk/arkiv/651842901,617,1,132,1938,2650000,2013-04-04,2012-06-07,2013-04-04,2990000,3195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",301,205000,22651,2013,4
Villa,5,8361 Hasselager,Bavnegårdsvej 99,c,https://www.boligsiden.dk/arkiv/708452440,955,1,160,1978,2000000,2012-10-21,2012-06-07,2012-09-10,2725000,2798000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",95,73000,17031,2012,9
Villa,4,8240 Risskov,Forteledet 14,e,https://www.boligsiden.dk/arkiv/738709911,1183,1,149,1939,3950000,2013-01-23,2012-07-07,2013-01-23,4350000,4495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",200,145000,29194,2013,1
Villa,5,8220 Brabrand,J. P. Larsens Vej 42,f,https://www.boligsiden.dk/arkiv/200429543,803,1,125,1960,1900000,2014-05-28,2014-05-14,2014-05-26,2425000,2495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",12,70000,19400,2014,5
Villa,6,8230 Åbyhøj,I.P.Jacobsens Vej 17,f,https://www.boligsiden.dk/arkiv/413146174,402,1,117,1953,2350000,2012-07-08,2012-07-07,2012-07-31,2725000,2775000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",24,50000,23290,2012,7
Villa,7,8240 Risskov,Enemærket 21,d,https://www.boligsiden.dk/arkiv/696130595,944,1,223,1968,3200000,2012-08-17,2012-08-07,2012-08-15,3800000,3895000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",8,95000,17040,2012,8
Rækkehus,3,8270 Højbjerg,Ryslingeparken 38,f,https://www.boligsiden.dk/arkiv/709607313,392,1,96,1959,1850000,2013-06-02,2012-09-07,2013-05-03,1600000,1698000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",238,98000,16666,2013,5
Rækkehus,4,8361 Hasselager,Betulavej 35,b,https://www.boligsiden.dk/arkiv/947184774,124,2,104,1980,1250000,2017-04-29,2014-04-09,2017-04-27,1525000,1550000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1114,25000,14663,2017,4
Villa,5,8471 Sabro,Stillingvej 211,c,https://www.boligsiden.dk/arkiv/311165432,5000,1,153,2001,2250000,2012-07-28,2012-07-13,2012-07-25,2485000,2495000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",12,10000,16241,2012,7
Villa,5,8240 Risskov,Esbyvej 9,d,https://www.boligsiden.dk/arkiv/404404456,943,2,252,2014,5400000,2013-02-15,2012-07-13,2013-02-14,3500000,3898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",216,398000,13888,2013,2
Villa,6,8380 Trige,Trige Møllevej 2,c,https://www.boligsiden.dk/arkiv/192200358,744,1,170,1977,1700000,2015-11-18,2015-05-29,2015-11-17,1950000,2095000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",172,145000,11470,2015,11
Villa,6,8200 Aarhus N,Ladefogedvej 1,b,https://www.boligsiden.dk/arkiv/814490908,910,1,163,2001,3050000,2013-01-26,2012-07-13,2016-11-25,2000000,3250000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1596,1250000,12269,2016,11
Villa,4,8220 Brabrand,Helenelyst 197,c,https://www.boligsiden.dk/arkiv/262581337,200,2,133,2006,2300000,2012-08-28,2012-07-13,2012-08-24,2850000,2898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",42,48000,21428,2012,8
Villa,4,8270 Højbjerg,Holmevej 191,e,https://www.boligsiden.dk/arkiv/213899587,827,1,139,1965,2450000,2013-04-05,2012-07-16,2013-03-05,2995000,3195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",232,200000,21546,2013,3
Villa,3,8260 Viby J,Kløvervej 6,d,https://www.boligsiden.dk/arkiv/488745062,650,1,113,1914,1950000,2013-09-19,2013-10-05,2013-10-22,2765000,2875000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",17,110000,24469,2013,10
Villa,4,8270 Højbjerg,Egebæksvej 83,e,https://www.boligsiden.dk/arkiv/340800937,697,1,109,1955,2050000,2012-07-28,2012-07-16,2012-07-27,2950000,3195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Letbeton (lette bloksten, gasbeton)",11,245000,27064,2012,7
Villa,4,8362 Hørning,Fusvadvej 21,e,https://www.boligsiden.dk/arkiv/601787337,28113,1,118,1930,1550000,2014-11-03,2013-05-15,2014-09-03,2900000,2995000,Varmepumpe,Træbeklædning,476,95000,24576,2014,9
Villa,4,8220 Brabrand,Helenelyst 186,b,https://www.boligsiden.dk/arkiv/224659298,350,1,114,2007,2100000,2014-04-16,2013-11-11,2014-04-15,2350000,2398000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",155,48000,20614,2014,4
Villa,6,8210 Aarhus V,Klokkerbakken 45,d,https://www.boligsiden.dk/arkiv/868292636,913,1,154,1966,2500000,2012-07-22,2012-07-16,2012-07-24,2798000,2798000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",8,0,18168,2012,7
Rækkehus,3,8260 Viby J,Vestermarken 7 F,b,https://www.boligsiden.dk/arkiv/295805167,166,1,85,2010,1550000,2012-01-09,2012-07-17,2016-05-18,1680000,1695000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1401,15000,19764,2016,5
Villa,4,8270 Højbjerg,Kastorvej 3,f,https://www.boligsiden.dk/arkiv/226790230,700,1,175,2013,4650000,2012-08-15,2012-07-17,2012-08-13,3050000,3300000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",27,250000,17428,2012,8
Villa,4,8260 Viby J,Balagervej 60,g,https://www.boligsiden.dk/arkiv/481487231,788,1,118,1931,2450000,2012-05-10,2012-07-17,2012-09-30,2700000,2795000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",75,95000,22881,2012,9
Villa,5,8220 Brabrand,Porskær 51,b,https://www.boligsiden.dk/arkiv/167207458,759,1,144,2007,3000000,2013-09-03,2012-07-17,2013-08-03,3060000,3198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",382,138000,21250,2013,8
Villa,4,8210 Aarhus V,Østrevej 42,e,https://www.boligsiden.dk/arkiv/411317642,776,1,110,1933,1950000,2013-05-20,2012-07-18,2013-05-23,2298000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",309,0,20890,2013,5
Villa,5,8230 Åbyhøj,C.A.Thyregods Vej 30,e,https://www.boligsiden.dk/arkiv/652784933,749,1,165,1967,3050000,2012-07-31,2012-07-18,2012-07-30,3415000,3250000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",12,-165000,20696,2012,7
Rækkehus,3,8230 Åbyhøj,Enggårdsvej 5,c,https://www.boligsiden.dk/arkiv/177562671,362,1,101,1904,2150000,2012-10-10,2012-07-18,2012-11-10,2525000,2695000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",115,170000,25000,2012,11
Rækkehus,5,8260 Viby J,Frederiksholmsvej 1,g,https://www.boligsiden.dk/arkiv/668820690,572,1,108,1947,1950000,2012-09-10,2012-07-18,2012-08-31,2398000,2398000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",44,0,22203,2012,8
Villa,5,8260 Viby J,Rugbjergvej 56,d,https://www.boligsiden.dk/arkiv/949339240,808,1,217,1971,2900000,2013-06-26,2012-07-18,2013-06-24,2575000,2697000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",341,122000,11866,2013,6
Villa,4,8220 Brabrand,Hvedebjergvej 9,e,https://www.boligsiden.dk/arkiv/865831479,780,1,132,1969,1850000,2015-06-03,2015-02-25,2015-06-03,2195000,2195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",98,0,16628,2015,6
Villa,3,8220 Brabrand,Årslev Kirkevej 18,c,https://www.boligsiden.dk/arkiv/446758820,1138,1,110,1918,1750000,2016-10-20,2016-03-10,2016-10-20,2698000,2748000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",224,50000,24527,2016,10
Villa,5,8200 Aarhus N,Arendalsvej 16,f,https://www.boligsiden.dk/arkiv/394535746,761,1,117,1945,2550000,2013-01-15,2012-07-19,2013-01-18,1550000,3450000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",183,1900000,13247,2013,1
Villa,6,8462 Harlev J,Nyvangsvej 11,c,https://www.boligsiden.dk/arkiv/126667028,1227,1,163,1968,2000000,2013-02-02,2012-07-20,2013-01-31,1900000,1999000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",195,99000,11656,2013,1
Villa,3,8240 Risskov,Haldsøvej 6,e,https://www.boligsiden.dk/arkiv/650295038,1012,1,67,1983,1800000,2012-07-27,2012-07-20,2012-07-27,1675000,1745000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Letbeton (lette bloksten, gasbeton)",7,70000,25000,2012,7
Rækkehus,5,8310 Tranbjerg J,Jegstrupvænget 211,e,https://www.boligsiden.dk/arkiv/800133127,439,1,105,1972,1500000,2013-07-16,2012-07-24,2013-12-07,1350000,1498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",501,148000,12857,2013,12
Rækkehus,5,8260 Viby J,Grøndalsvej 122,d,https://www.boligsiden.dk/arkiv/761792027,291,1,148,1971,1800000,2013-03-21,2012-07-24,2015-10-09,2250000,1898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1172,-352000,15202,2015,10
Villa,6,8240 Risskov,Askvej 6,e,https://www.boligsiden.dk/arkiv/598967233,957,1,190,1942,4050000,2012-10-26,2012-07-24,2015-08-29,2387500,4500000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1131,2112500,12565,2015,8
Villa,4,8381 Tilst,Krokusvej 3,d,https://www.boligsiden.dk/arkiv/839982587,800,1,156,1965,1700000,2013-04-13,2012-07-24,2013-04-14,2255000,2360000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",264,105000,14455,2013,4
Villa,5,8520 Lystrup,Hybenhaven 2,b,https://www.boligsiden.dk/arkiv/456726517,903,1,165,2011,2700000,2012-11-23,2012-07-25,2012-11-20,3290000,3350000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",118,60000,19939,2012,11
Rækkehus / villa,3,8361 Hasselager,Kunnerupvej 39,d,https://www.boligsiden.dk/arkiv/943299948,320,1,92,1978,1300000,2015-03-06,2012-07-25,2015-02-06,1425000,1498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",926,73000,15489,2015,2
Villa,4,8330 Beder,Byagervænget 41,c,https://www.boligsiden.dk/arkiv/227774790,285,1,112,2004,1950000,2015-11-13,2015-10-19,2015-11-15,2300000,2300000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",27,0,20535,2015,11
Villa,6,8462 Harlev J,Sydbakken 45,e,https://www.boligsiden.dk/arkiv/602184714,851,1,168,1970,1800000,2015-11-03,2015-03-03,2015-11-03,1970000,1999000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",245,29000,11726,2015,11
Villa,5,8240 Risskov,Haldsøvej 28,c,https://www.boligsiden.dk/arkiv/175066061,1000,1,219,2006,3650000,2012-11-17,2012-07-26,2012-11-15,4198000,4198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Træbeklædning,112,0,19168,2012,11
Villa,6,8260 Viby J,Morbærvej 7,d,https://www.boligsiden.dk/arkiv/476776864,790,1,158,1949,3600000,2013-02-22,2012-07-26,2013-08-02,4600000,4998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",372,398000,29113,2013,8
Villa,4,8530 Hjortshøj,Delfivej 42,d,https://www.boligsiden.dk/arkiv/669938504,744,1,122,1977,1250000,2012-08-18,2012-07-27,2012-08-14,1350000,1398000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",18,48000,11065,2012,8
Villa,5,8520 Lystrup,Elmehaven 42,c,https://www.boligsiden.dk/arkiv/776054520,855,1,209,2006,3550000,2013-03-27,2012-07-27,2013-03-26,4400000,4449000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",242,49000,21052,2013,3
Rækkehus,5,8520 Lystrup,Skæringvej 7,c,https://www.boligsiden.dk/arkiv/850143121,233,2,142,1980,1600000,2013-08-20,2013-03-14,2013-08-20,1800000,1899000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",159,99000,12676,2013,8
Landejendom,7,8310 Tranbjerg J,Ellevej 3,d,https://www.boligsiden.dk/arkiv/216484856,55080,1,206,1932,6400000,2014-06-16,2013-10-18,2014-07-13,7850000,8500000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",268,650000,38106,2014,7
Villa,7,8240 Risskov,Elmsager 48,e,https://www.boligsiden.dk/arkiv/795279069,990,1,175,1971,3150000,2012-09-20,2012-07-29,2012-09-19,3800000,3845000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",52,45000,21714,2012,9
Villa,7,8200 Aarhus N,Særeng 14,f,https://www.boligsiden.dk/arkiv/986202580,810,1,148,1948,2250000,2012-01-09,2012-07-30,2012-08-31,1900000,1998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",32,98000,12837,2012,8
Villa,5,8260 Viby J,Morbærvej 34,e,https://www.boligsiden.dk/arkiv/841617401,790,1,114,1949,3000000,2013-10-06,2012-07-31,2013-06-18,3450000,3795000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",322,345000,30263,2013,6
Villa,6,8240 Risskov,Fortebakken 5,f,https://www.boligsiden.dk/arkiv/625065851,1074,1,148,1951,3700000,2012-04-10,2012-07-31,2012-09-28,3550000,3795000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",59,245000,23986,2012,9
Villa,4,8200 Aarhus N,Aldersrovej 27 A,d,https://www.boligsiden.dk/arkiv/866394800,700,1,130,2001,3300000,2013-04-06,2012-07-31,2013-04-06,4337500,4595000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",249,257500,33365,2013,4
Villa,4,8230 Åbyhøj,Oehlenschlægersvej 19 A,c,https://www.boligsiden.dk/arkiv/539872038,569,1,108,1965,1950000,2013-02-14,2013-10-01,2013-10-02,2898000,2898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1,0,26833,2013,10
Villa,10,8240 Risskov,Vedbendvej 9,e,https://www.boligsiden.dk/arkiv/609624727,1289,1,267,1877,4200000,2013-08-25,2012-07-31,2013-08-21,4050000,4298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",386,248000,15168,2013,8
Rækkehus,4,8361 Hasselager,Kolt Østerparken 84,a,https://www.boligsiden.dk/arkiv/382783665,125,2,120,2013,1950000,2012-10-09,2012-01-08,2012-08-30,1749500,1749500,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",235,0,14579,2012,8
Villa,6,8380 Trige,Høgemosevej 19A,b,https://www.boligsiden.dk/arkiv/590354081,1399,1,165,2007,2200000,2013-10-28,2013-07-15,2013-10-28,2700000,2865000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",105,165000,16363,2013,10
Villa,4,8240 Risskov,Baldrianvej 43,c,https://www.boligsiden.dk/arkiv/838477228,875,1,108,1983,1950000,2012-08-08,2012-02-08,2012-07-08,2395000,2395000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Træbeklædning,151,0,22175,2012,7
Villa,6,8240 Risskov,Jellebakken 15,d,https://www.boligsiden.dk/arkiv/725466777,841,1,172,1969,2750000,2013-03-25,2013-02-14,2015-05-08,3925000,3495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",813,-430000,22819,2015,5
Villa,4,8520 Lystrup,Porsbakken 4,d,https://www.boligsiden.dk/arkiv/559258746,704,1,146,1963,1900000,2012-12-09,2012-03-08,2012-05-09,2375000,2495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",62,120000,16267,2012,5
Villa,6,8541 Skødstrup,Tronkærgårdsvej 29,a,https://www.boligsiden.dk/arkiv/744477524,735,2,173,2011,2650000,2013-05-15,2012-03-08,2013-05-30,3675000,3795000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",448,120000,21242,2013,5
Villa,4,8320 Mårslet,Åbakken 1,e,https://www.boligsiden.dk/arkiv/502886470,818,1,180,1968,2150000,2012-08-22,2012-03-08,2012-08-27,2730000,2975000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",172,245000,15166,2012,8
Villa,8,8270 Højbjerg,Arnakvej 28,e,https://www.boligsiden.dk/arkiv/630426901,1030,1,240,1969,4500000,2016-04-01,2013-08-04,2015-12-20,5700000,5995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",868,295000,23750,2015,12
Villa,5,8541 Skødstrup,Engskovtoften 17,c,https://www.boligsiden.dk/arkiv/307660970,728,1,164,2004,2750000,2012-08-22,2012-04-08,2012-08-21,3450000,3495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",135,45000,21036,2012,8
Villa,6,8260 Viby J,Rugbjergvej 12,c,https://www.boligsiden.dk/arkiv/587167487,882,1,192,1971,2550000,2013-11-22,2013-11-11,2013-11-26,3160000,3198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",15,38000,16458,2013,11
Villa,4,8220 Brabrand,Helenelyst 216,b,https://www.boligsiden.dk/arkiv/404531718,252,1,101,2007,1950000,2016-09-16,2016-05-09,2016-09-16,2365000,2350000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",130,-15000,23415,2016,9
Villa,9,8220 Brabrand,Hørstykkevej 1,c,https://www.boligsiden.dk/arkiv/564519234,1787,1,277,1961,3850000,2015-11-25,2015-08-27,2015-11-25,3125000,3348000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",90,223000,11281,2015,11
Villa,6,8340 Malling,Norsmindevej 15,b,https://www.boligsiden.dk/arkiv/650921226,1000,1,206,2004,3700000,2013-05-04,2012-07-08,2013-03-21,2950000,3200000,Varmepumpe,Træbeklædning,256,250000,14320,2013,3
Villa,5,8250 Egå,Lønstrupvej 7,d,https://www.boligsiden.dk/arkiv/167515770,651,1,142,1961,2550000,2017-04-18,2017-03-22,2017-12-06,4025000,4150000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",259,125000,28345,2017,12
Rækkehus,4,8260 Viby J,Bøgeskov Høvej 173,b,https://www.boligsiden.dk/arkiv/881637375,170,3,82,1984,1400000,2012-08-24,2012-07-08,2012-08-23,1775000,1798000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",46,23000,21646,2012,8
Villa,6,8530 Hjortshøj,Mejlbyparken 12,b,https://www.boligsiden.dk/arkiv/486400861,815,1,150,2010,2250000,2015-02-15,2014-08-15,2015-05-02,2499000,2499000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",260,0,16660,2015,5
Villa,5,8210 Aarhus V,Haslevangsvej 11,c,https://www.boligsiden.dk/arkiv/199060724,511,1,169,1972,2350000,2013-11-05,2012-08-08,2013-08-05,3500000,3700000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",362,200000,20710,2013,8
Villa,5,8320 Mårslet,Præstegårdsvej 42,f,https://www.boligsiden.dk/arkiv/486782274,735,1,152,1972,1600000,2013-04-24,2012-08-08,2013-04-25,1625000,1798000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",260,173000,10690,2013,4
Villa,7,8330 Beder,Stenrosevej 49,c,https://www.boligsiden.dk/arkiv/661025862,311,1,170,1973,2200000,2013-05-06,2013-02-25,2013-05-06,2550000,2695000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Træbeklædning,70,145000,15000,2013,5
Villa,9,8340 Malling,Lundshøjgårdsvej 4,f,https://www.boligsiden.dk/arkiv/132455383,985,1,141,1960,2650000,2013-02-28,2012-08-08,2013-03-15,1350000,1595000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",219,245000,9574,2013,3
Villa,6,8310 Tranbjerg J,Hovvejen 7,e,https://www.boligsiden.dk/arkiv/897623078,5266,1,168,1963,1400000,2013-09-05,2012-08-08,2013-04-22,2100000,2399000,"Ovne (kakkelovne, kamin, brændeovne o.l.)","Letbeton (lette bloksten, gasbeton)",257,299000,12500,2013,4
Villa,4,8462 Harlev J,Tåstrupvej 133,d,https://www.boligsiden.dk/arkiv/743619373,1003,1,103,1958,1350000,2012-08-23,2012-08-08,2012-08-23,1495000,1495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",15,0,14514,2012,8
